item,itemLabel
http://www.wikidata.org/entity/Q6134791,subdivision of a graph
http://www.wikidata.org/entity/Q3893853,split graph
http://www.wikidata.org/entity/Q3401797,first Celmins–Swart snark
http://www.wikidata.org/entity/Q3477045,second Celmins–Swart snark
http://www.wikidata.org/entity/Q5071699,Chang graph
http://www.wikidata.org/entity/Q4390447,biconnected graph
http://www.wikidata.org/entity/Q7124395,pagoda
http://www.wikidata.org/entity/Q7269731,queap
http://www.wikidata.org/entity/Q11813478,12-cube
http://www.wikidata.org/entity/Q12019493,17-cube
http://www.wikidata.org/entity/Q12027616,k-tree
http://www.wikidata.org/entity/Q13127755,◊
http://www.wikidata.org/entity/Q15784241,Q15784241
http://www.wikidata.org/entity/Q16628701,Q16628701
http://www.wikidata.org/entity/Q16640053,Q16640053
http://www.wikidata.org/entity/Q15842237,Resource Allocation Graph
http://www.wikidata.org/entity/Q17455228,trail
http://www.wikidata.org/entity/Q7366296,Room square
http://www.wikidata.org/entity/Q7617809,Stochastic Petri net
http://www.wikidata.org/entity/Q7623247,strength of a graph
http://www.wikidata.org/entity/Q7683117,tango tree
http://www.wikidata.org/entity/Q7849146,Trémaux tree
http://www.wikidata.org/entity/Q7857002,Tutte polynomial
http://www.wikidata.org/entity/Q7981049,well-covered graph
http://www.wikidata.org/entity/Q10364247,rhomboid
http://www.wikidata.org/entity/Q12021488,20-cube
http://www.wikidata.org/entity/Q12776184,walk
http://www.wikidata.org/entity/Q26720127,flow
http://www.wikidata.org/entity/Q17174962,second Blanuša snark
http://www.wikidata.org/entity/Q7100701,order statistic tree
http://www.wikidata.org/entity/Q7281501,Rado graph
http://www.wikidata.org/entity/Q7291969,random geometric graph
http://www.wikidata.org/entity/Q18350559,hyperbolic geometric graph
http://www.wikidata.org/entity/Q7824733,top tree
http://www.wikidata.org/entity/Q7977939,weak coloring
http://www.wikidata.org/entity/Q18816135,flow graph
http://www.wikidata.org/entity/Q11691793,Eulerian cycle
http://www.wikidata.org/entity/Q12019473,11-cube
http://www.wikidata.org/entity/Q12058781,14-cube
http://www.wikidata.org/entity/Q13077214,halved cube graph
http://www.wikidata.org/entity/Q13220408,multimagic square
http://www.wikidata.org/entity/Q25304407,weak heap
http://www.wikidata.org/entity/Q10396021,ordered tree
http://www.wikidata.org/entity/Q11878962,19-cube
http://www.wikidata.org/entity/Q12042338,18-cube
http://www.wikidata.org/entity/Q15838314,order-zero graph
http://www.wikidata.org/entity/Q7077445,odd graph
http://www.wikidata.org/entity/Q7227115,polytree
http://www.wikidata.org/entity/Q7250415,propositional directed acyclic graph
http://www.wikidata.org/entity/Q7676457,Tait's conjecture
http://www.wikidata.org/entity/Q8045718,Y-fast trie
http://www.wikidata.org/entity/Q11756506,chromatic number
http://www.wikidata.org/entity/Q13645891,magic hypercube
http://www.wikidata.org/entity/Q7582090,squaregraph
http://www.wikidata.org/entity/Q10854318,left-child right-sibling binary tree
http://www.wikidata.org/entity/Q11061289,balanced binary tree
http://www.wikidata.org/entity/Q12059664,13-cube
http://www.wikidata.org/entity/Q22966713,oblivious decision tree
http://www.wikidata.org/entity/Q24884155,Ptolemaic graph
http://www.wikidata.org/entity/Q16001039,3-3 duoprism
http://www.wikidata.org/entity/Q7169369,permutation graph
http://www.wikidata.org/entity/Q7263850,ternary tree
http://www.wikidata.org/entity/Q7366184,rook's graph
http://www.wikidata.org/entity/Q8024306,windmill graph
http://www.wikidata.org/entity/Q12044594,15-cube
http://www.wikidata.org/entity/Q26774052,contact graph
http://www.wikidata.org/entity/Q17016342,geometric magic square
http://www.wikidata.org/entity/Q7254793,pseudoforest
http://www.wikidata.org/entity/Q18011235,Hamiltonian graph
http://www.wikidata.org/entity/Q7550843,Social Semantic Web
http://www.wikidata.org/entity/Q18206559,digraph realization problem
http://www.wikidata.org/entity/Q7837618,tree of primitive Pythagorean triples
http://www.wikidata.org/entity/Q7840044,triangle-free graph
http://www.wikidata.org/entity/Q7922780,Vertex separator
http://www.wikidata.org/entity/Q8041554,X-fast trie
http://www.wikidata.org/entity/Q9197353,Hamiltonian cycle
http://www.wikidata.org/entity/Q22093490,Archimedean graph
http://www.wikidata.org/entity/Q12019588,16-cube
http://www.wikidata.org/entity/Q8152814,Klein graph on 56 vertices
http://www.wikidata.org/entity/Q8152995,Klein graph on 24 vertices
http://www.wikidata.org/entity/Q7837579,probability tree
http://www.wikidata.org/entity/Q8860529,bipartite Kneser graph
http://www.wikidata.org/entity/Q7239860,prefix hash tree
http://www.wikidata.org/entity/Q7835582,trapezoid graph
http://www.wikidata.org/entity/Q7837638,tree spanner
http://www.wikidata.org/entity/Q16526073,classification and regression tree
http://www.wikidata.org/entity/Q17148818,perfectly orderable graph
http://www.wikidata.org/entity/Q25303651,linear forest
http://www.wikidata.org/entity/Q25303691,chordal bipartite graph
http://www.wikidata.org/entity/Q212130,cyclic permutation
http://www.wikidata.org/entity/Q190109,field
http://www.wikidata.org/entity/Q4421683,Q4421683
http://www.wikidata.org/entity/Q4053513,Z-matrix
http://www.wikidata.org/entity/Q5685117,linear matrix
http://www.wikidata.org/entity/Q6908274,Moore matrix
http://www.wikidata.org/entity/Q223683,transpose matrix
http://www.wikidata.org/entity/Q106016802,dense matrix
http://www.wikidata.org/entity/Q1777803,coalgebra
http://www.wikidata.org/entity/Q2344309,pseudo-Euclidean space
http://www.wikidata.org/entity/Q2915997,Cauchy matrix
http://www.wikidata.org/entity/Q3029670,quaternionic matrix
http://www.wikidata.org/entity/Q77595632,real or complex vector space
http://www.wikidata.org/entity/Q98929437,space of linear maps
http://www.wikidata.org/entity/Q5160239,conformable matrix
http://www.wikidata.org/entity/Q5264358,design matrix
http://www.wikidata.org/entity/Q18454772,Q18454772
http://www.wikidata.org/entity/Q5532423,Generalizations of Pauli matrices
http://www.wikidata.org/entity/Q17098697,Manin matrix
http://www.wikidata.org/entity/Q7273285,R-matrix
http://www.wikidata.org/entity/Q7226737,Polyphase matrix
http://www.wikidata.org/entity/Q7545384,Smith normal form
http://www.wikidata.org/entity/Q7642975,super vector space
http://www.wikidata.org/entity/Q305936,Lp space
http://www.wikidata.org/entity/Q506041,Jacobian matrix
http://www.wikidata.org/entity/Q11358307,triple system (algebra)
http://www.wikidata.org/entity/Q2133608,coordinate space
http://www.wikidata.org/entity/Q16674797,Cauchy matrix
http://www.wikidata.org/entity/Q7122936,packed storage matrix
http://www.wikidata.org/entity/Q752487,dual space
http://www.wikidata.org/entity/Q370634,generalized inverse
http://www.wikidata.org/entity/Q1000660,algebra over a field
http://www.wikidata.org/entity/Q289411,sequence space
http://www.wikidata.org/entity/Q2562273,polynomial matrix
http://www.wikidata.org/entity/Q3058336,finite dimension vector space
http://www.wikidata.org/entity/Q3360633,commuting matrices
http://www.wikidata.org/entity/Q5156840,compound matrix
http://www.wikidata.org/entity/Q17071746,Next-generation matrix
http://www.wikidata.org/entity/Q117009901,oblong
http://www.wikidata.org/entity/Q577835,field extension
http://www.wikidata.org/entity/Q728435,linear subspace
http://www.wikidata.org/entity/Q1455249,topological vector space
http://www.wikidata.org/entity/Q1502046,generator matrix
http://www.wikidata.org/entity/Q1535147,risk matrix
http://www.wikidata.org/entity/Q2709591,confusion matrix
http://www.wikidata.org/entity/Q4131105,column space
http://www.wikidata.org/entity/Q15834383,matrix space
http://www.wikidata.org/entity/Q21050603,general matrix
http://www.wikidata.org/entity/Q464794,Minkowski spacetime
http://www.wikidata.org/entity/Q10754052,complex conjugate matrix
http://www.wikidata.org/entity/Q766774,symplectic vector space
http://www.wikidata.org/entity/Q1787158,Krein space
http://www.wikidata.org/entity/Q2739329,square matrix
http://www.wikidata.org/entity/Q3058206,graded vector space
http://www.wikidata.org/entity/Q25303672,Rosenbrock system matrix
http://www.wikidata.org/entity/Q4131086,row space
http://www.wikidata.org/entity/Q5287620,Document-term matrix
http://www.wikidata.org/entity/Q17099687,Quadratic Jordan algebra
http://www.wikidata.org/entity/Q17014996,fundamental matrix
http://www.wikidata.org/entity/Q164,square
http://www.wikidata.org/entity/Q122981,anagram
http://www.wikidata.org/entity/Q884772,block matrix
http://www.wikidata.org/entity/Q2526030,Fock matrix
http://www.wikidata.org/entity/Q55605753,Boolean matrix
http://www.wikidata.org/entity/Q5156614,complex vector space
http://www.wikidata.org/entity/Q46996054,real vector space
http://www.wikidata.org/entity/Q176604,random matrix
http://www.wikidata.org/entity/Q1050404,sparse matrix
http://www.wikidata.org/entity/Q1503340,ordered vector space
http://www.wikidata.org/entity/Q1543908,co-occurrence matrix
http://www.wikidata.org/entity/Q2620519,alternant matrix
http://www.wikidata.org/entity/Q2676163,submatrix
http://www.wikidata.org/entity/Q123362177,liquid vector space
http://www.wikidata.org/entity/Q5227315,data matrix
http://www.wikidata.org/entity/Q5249565,decomposition matrix
http://www.wikidata.org/entity/Q7233183,position-specific scoring matrix
http://www.wikidata.org/entity/Q39278852,Parisi matrix
http://www.wikidata.org/entity/Q20180775,stoichiometry matrix
http://www.wikidata.org/entity/Q42797338,function vector space
http://www.wikidata.org/entity/Q3100414,parity-check matrix
http://www.wikidata.org/entity/Q254494,similarity matrix
http://www.wikidata.org/entity/Q77978441,Kronecker power
http://www.wikidata.org/entity/Q91474415,quadratic space
http://www.wikidata.org/entity/Q113934286,Q113934286
http://www.wikidata.org/entity/Q106096625,infinite-dimensional vector space
http://www.wikidata.org/entity/Q28130292,transfer function matrix
http://www.wikidata.org/entity/Q55162610,ray transfer matrix
http://www.wikidata.org/entity/Q61625231,EP matrix
http://www.wikidata.org/entity/Q189136,mean value theorem
http://www.wikidata.org/entity/Q105225030,directed edge
http://www.wikidata.org/entity/Q72898059,vertex connectivity
http://www.wikidata.org/entity/Q467756,Stokes' theorem
http://www.wikidata.org/entity/Q65556262,graph eccentricity
http://www.wikidata.org/entity/Q67806488,Time Petri net
http://www.wikidata.org/entity/Q99567093,perfect matching
http://www.wikidata.org/entity/Q50810289,Ellingham–Horton 54-graph
http://www.wikidata.org/entity/Q112268197,21-cube
http://www.wikidata.org/entity/Q72898236,k-edge-connectivity
http://www.wikidata.org/entity/Q93709652,polyforest
http://www.wikidata.org/entity/Q70944592,class of the graphs without certain subgraphs
http://www.wikidata.org/entity/Q29791664,complete binary tree
http://www.wikidata.org/entity/Q193286,Rolle's theorem
http://www.wikidata.org/entity/Q29792340,balanced binary search tree
http://www.wikidata.org/entity/Q30503704,graph algorithm
http://www.wikidata.org/entity/Q30592245,penny graph
http://www.wikidata.org/entity/Q41700612,Tardos function
http://www.wikidata.org/entity/Q132427,Rademacher's theorem
http://www.wikidata.org/entity/Q137164,Besicovitch covering theorem
http://www.wikidata.org/entity/Q190557,L'Hôpital's rule
http://www.wikidata.org/entity/Q106529402,undirected edge
http://www.wikidata.org/entity/Q37737720,coin graph
http://www.wikidata.org/entity/Q38042244,ternary heap
http://www.wikidata.org/entity/Q29791666,perfect binary tree
http://www.wikidata.org/entity/Q29793183,elastic-bucket trie
http://www.wikidata.org/entity/Q29793859,BV-tree
http://www.wikidata.org/entity/Q30301606,cubic building
http://www.wikidata.org/entity/Q52505378,GLM tree
http://www.wikidata.org/entity/Q30765484,graph radius
http://www.wikidata.org/entity/Q55450691,quadrilateral hexahedron
http://www.wikidata.org/entity/Q29791667,full binary tree
http://www.wikidata.org/entity/Q29793551,BD-tree
http://www.wikidata.org/entity/Q191693,Lebesgue's decomposition theorem
http://www.wikidata.org/entity/Q318767,Abel's theorem
http://www.wikidata.org/entity/Q338886,divergence theorem
http://www.wikidata.org/entity/Q52504020,model-based tree
http://www.wikidata.org/entity/Q118527409,odd cycle
http://www.wikidata.org/entity/Q118527858,even cycle
http://www.wikidata.org/entity/Q68502492,Place/Transition Petri net
http://www.wikidata.org/entity/Q68502614,Object-Oriented Petri net
http://www.wikidata.org/entity/Q119412197,hybrid Petri net
http://www.wikidata.org/entity/Q47501207,contour tree
http://www.wikidata.org/entity/Q61743757,locally linear graph
http://www.wikidata.org/entity/Q245098,intermediate value theorem
http://www.wikidata.org/entity/Q253214,Heine–Borel theorem
http://www.wikidata.org/entity/Q321237,Green's theorem
http://www.wikidata.org/entity/Q123375268,toroidal crossing number
http://www.wikidata.org/entity/Q67676981,Generalized Stochastic Petri net
http://www.wikidata.org/entity/Q68502453,Condition/Event Petri net
http://www.wikidata.org/entity/Q29792647,discrete interval encoding tree
http://www.wikidata.org/entity/Q72271651,Timed Petri net
http://www.wikidata.org/entity/Q72897900,graph connectivity
http://www.wikidata.org/entity/Q52504640,conditional inference tree
http://www.wikidata.org/entity/Q126735112,complete graph K2
http://www.wikidata.org/entity/Q126833802,pseudotree
http://www.wikidata.org/entity/Q126862678,lobster graph
http://www.wikidata.org/entity/Q127536139,cochromatic number
http://www.wikidata.org/entity/Q127694538,1-tree
http://www.wikidata.org/entity/Q127694545,1-forest
http://www.wikidata.org/entity/Q127744120,square-free graph
http://www.wikidata.org/entity/Q65556227,graph diameter
http://www.wikidata.org/entity/Q67167737,Hierarchical Petri net
http://www.wikidata.org/entity/Q56826311,Polycule
http://www.wikidata.org/entity/Q88997156,biconnected component
http://www.wikidata.org/entity/Q29554807,bishop's graph
http://www.wikidata.org/entity/Q29554872,queen's graph
http://www.wikidata.org/entity/Q29791669,coding tree
http://www.wikidata.org/entity/Q29793151,bucket trie
http://www.wikidata.org/entity/Q29795684,GBD-tree
http://www.wikidata.org/entity/Q29795767,height-balanced binary search tree
http://www.wikidata.org/entity/Q165638,ratio test
http://www.wikidata.org/entity/Q93723782,source vertex
http://www.wikidata.org/entity/Q31386861,RDF graph
http://www.wikidata.org/entity/Q105225393,head
http://www.wikidata.org/entity/Q34627785,pancake graph
http://www.wikidata.org/entity/Q67147027,High-Level Petri nets
http://www.wikidata.org/entity/Q63721528,rooted tree
http://www.wikidata.org/entity/Q29793234,compact trie
http://www.wikidata.org/entity/Q29794170,extended binary tree
http://www.wikidata.org/entity/Q104845921,width of a hypergraph
http://www.wikidata.org/entity/Q62664144,Sudoku graph
http://www.wikidata.org/entity/Q105225381,tail
http://www.wikidata.org/entity/Q67104120,Petri Nets with Inhibitors
http://www.wikidata.org/entity/Q67131204,Petri Nets with Time
http://www.wikidata.org/entity/Q67770425,Event-Driven Petri net
http://www.wikidata.org/entity/Q47175589,ubiquitin-proteasome system
http://www.wikidata.org/entity/Q68820387,Timed-Arc Petri net
http://www.wikidata.org/entity/Q70944388,biclique
http://www.wikidata.org/entity/Q50874255,first Blanuša snark
http://www.wikidata.org/entity/Q93713925,anti-arborescence
http://www.wikidata.org/entity/Q93723795,sink vertex
http://www.wikidata.org/entity/Q67770475,Swim Lane Petri net
http://www.wikidata.org/entity/Q28455823,modular graph
http://www.wikidata.org/entity/Q48999572,Cop number
http://www.wikidata.org/entity/Q30694209,line perfect graph
http://www.wikidata.org/entity/Q62066888,forbidden subgraph
http://www.wikidata.org/entity/Q115005397,software feature set
http://www.wikidata.org/entity/Q127244,Gδ set
http://www.wikidata.org/entity/Q242767,complement
http://www.wikidata.org/entity/Q507187,attractor
http://www.wikidata.org/entity/Q791618,Q791618
http://www.wikidata.org/entity/Q574844,kernel
http://www.wikidata.org/entity/Q493171,cone
http://www.wikidata.org/entity/Q1052508,Chebyshev node
http://www.wikidata.org/entity/Q1573714,Q1573714
http://www.wikidata.org/entity/Q2478475,neighborhood
http://www.wikidata.org/entity/Q2006396,quadratic irrational
http://www.wikidata.org/entity/Q147572,arc
http://www.wikidata.org/entity/Q7308961,region
http://www.wikidata.org/entity/Q6319559,"Jyā, koti-jyā and utkrama-jyā"
http://www.wikidata.org/entity/Q59489332,proper subset
http://www.wikidata.org/entity/Q112207334,Reject Set
http://www.wikidata.org/entity/Q105525625,punctured set
http://www.wikidata.org/entity/Q594001,edge cover
http://www.wikidata.org/entity/Q829351,Evoked set
http://www.wikidata.org/entity/Q2246553,hyperbolic triangle
http://www.wikidata.org/entity/Q91345714,circle of a sphere
http://www.wikidata.org/entity/Q21056541,Q21056541
http://www.wikidata.org/entity/Q109613493,Unicode range
http://www.wikidata.org/entity/Q431937,antichain
http://www.wikidata.org/entity/Q657586,hyperplane
http://www.wikidata.org/entity/Q25387423,Q25387423
http://www.wikidata.org/entity/Q25393051,Q25393051
http://www.wikidata.org/entity/Q2989713,commutant
http://www.wikidata.org/entity/Q109941991,intensionally defined set
http://www.wikidata.org/entity/Q91328142,subspace
http://www.wikidata.org/entity/Q93938811,irregular trapezium
http://www.wikidata.org/entity/Q2138203,region of interest
http://www.wikidata.org/entity/Q109942027,extensionally defined set
http://www.wikidata.org/entity/Q6073574,irreducible component
http://www.wikidata.org/entity/Q7209102,polar set
http://www.wikidata.org/entity/Q2847727,cas function
http://www.wikidata.org/entity/Q4392173,rarely used trigonometric functions
http://www.wikidata.org/entity/Q110924026,natural domain
http://www.wikidata.org/entity/Q5891318,homogeneous subset
http://www.wikidata.org/entity/Q17003677,bounded set
http://www.wikidata.org/entity/Q53710222,chain
http://www.wikidata.org/entity/Q115668689,unbounded set
http://www.wikidata.org/entity/Q734209,generating set of a group
http://www.wikidata.org/entity/Q751969,coset
http://www.wikidata.org/entity/Q2528262,upper set
http://www.wikidata.org/entity/Q109023681,invariant set
http://www.wikidata.org/entity/Q3427504,projective frame
http://www.wikidata.org/entity/Q12218380,right trapezoid
http://www.wikidata.org/entity/Q7663733,system of parameters
http://www.wikidata.org/entity/Q7682884,tangential trapezoid
http://www.wikidata.org/entity/Q18713344,repeller
http://www.wikidata.org/entity/Q125539,submanifold
http://www.wikidata.org/entity/Q257272,separated sets
http://www.wikidata.org/entity/Q877945,recursive set
http://www.wikidata.org/entity/Q1137087,ideal number
http://www.wikidata.org/entity/Q117008856,trapezoid with exactly one pair of parallel sides
http://www.wikidata.org/entity/Q2428719,Multibrot set
http://www.wikidata.org/entity/Q117442307,vector subtraction
http://www.wikidata.org/entity/Q3366885,constructible set
http://www.wikidata.org/entity/Q118347482,productive set
http://www.wikidata.org/entity/Q119711598,area code complex
http://www.wikidata.org/entity/Q120961680,open disk around infinity
http://www.wikidata.org/entity/Q121237419,circle of convergence
http://www.wikidata.org/entity/Q121356254,set of poles contained inside the contour
http://www.wikidata.org/entity/Q217357,sigma-algebra
http://www.wikidata.org/entity/Q322340,derived set
http://www.wikidata.org/entity/Q1194115,isosceles trapezoid
http://www.wikidata.org/entity/Q1321926,constructible number
http://www.wikidata.org/entity/Q1332977,subsequence
http://www.wikidata.org/entity/Q1474108,fundamental domain
http://www.wikidata.org/entity/Q1991405,nowhere dense set
http://www.wikidata.org/entity/Q219448,projective set
http://www.wikidata.org/entity/Q123445642,point set
http://www.wikidata.org/entity/Q123472440,trivial fiber bundle
http://www.wikidata.org/entity/Q123676358,chord function
http://www.wikidata.org/entity/Q124134398,set of standard
http://www.wikidata.org/entity/Q124247078,vertex set
http://www.wikidata.org/entity/Q124247109,edge set
http://www.wikidata.org/entity/Q5141045,cofinal subset
http://www.wikidata.org/entity/Q124642584,group of railway stations
http://www.wikidata.org/entity/Q1528401,stationary set
http://www.wikidata.org/entity/Q2917823,multiplicatively closed set
http://www.wikidata.org/entity/Q77610627,Cartesian power
http://www.wikidata.org/entity/Q3917237,creative and productive sets
http://www.wikidata.org/entity/Q3799162,negligible set
http://www.wikidata.org/entity/Q106712056,Q106712056
http://www.wikidata.org/entity/Q115537168,Q115537168
http://www.wikidata.org/entity/Q45867,parallelogram
http://www.wikidata.org/entity/Q96051494,Wikidata subset
http://www.wikidata.org/entity/Q25106477,generating set of a module
http://www.wikidata.org/entity/Q17141398,sublanguage
http://www.wikidata.org/entity/Q91347380,half of great circle
http://www.wikidata.org/entity/Q217678,Q217678
http://www.wikidata.org/entity/Q617028,instrumentation
http://www.wikidata.org/entity/Q669056,Slater determinant
http://www.wikidata.org/entity/Q1023826,Q1023826
http://www.wikidata.org/entity/Q913837,Rule of Sarrus
http://www.wikidata.org/entity/Q916093,strictly convex space
http://www.wikidata.org/entity/Q519967,projection
http://www.wikidata.org/entity/Q1322786,exterior
http://www.wikidata.org/entity/Q1189744,Pfaffian
http://www.wikidata.org/entity/Q1464944,quantum Fourier transform
http://www.wikidata.org/entity/Q1474543,Jacobian determinant
http://www.wikidata.org/entity/Q1592959,Hecke operator
http://www.wikidata.org/entity/Q877802,integral transform
http://www.wikidata.org/entity/Q1341061,minor
http://www.wikidata.org/entity/Q2274405,inversion
http://www.wikidata.org/entity/Q3045333,Q3045333
http://www.wikidata.org/entity/Q1136952,Couleur
http://www.wikidata.org/entity/Q2921739,open ball
http://www.wikidata.org/entity/Q4166529,Q4166529
http://www.wikidata.org/entity/Q4623616,Q4623616
http://www.wikidata.org/entity/Q7582218,squeeze mapping
http://www.wikidata.org/entity/Q875399,boundary
http://www.wikidata.org/entity/Q10516765,Q10516765
http://www.wikidata.org/entity/Q12046295,Q12046295
http://www.wikidata.org/entity/Q214159,inner product space
http://www.wikidata.org/entity/Q320369,clopen set
http://www.wikidata.org/entity/Q451323,derivation
http://www.wikidata.org/entity/Q1644451,pseudo-differential operator
http://www.wikidata.org/entity/Q1930567,shuffling
http://www.wikidata.org/entity/Q2947601,functional determinant
http://www.wikidata.org/entity/Q11235244,domain
http://www.wikidata.org/entity/Q5254796,Delta operator
http://www.wikidata.org/entity/Q6735806,Maillet's determinant
http://www.wikidata.org/entity/Q7914492,Vandermonde polynomial
http://www.wikidata.org/entity/Q194397,Banach space
http://www.wikidata.org/entity/Q25408220,Q25408220
http://www.wikidata.org/entity/Q1667269,camera system
http://www.wikidata.org/entity/Q1987186,spork
http://www.wikidata.org/entity/Q2000912,standard basis
http://www.wikidata.org/entity/Q2858846,transpose of a linear map
http://www.wikidata.org/entity/Q78485917,odd permutation
http://www.wikidata.org/entity/Q28517129,genus
http://www.wikidata.org/entity/Q16766188,Cycle basis
http://www.wikidata.org/entity/Q1168321,resultant
http://www.wikidata.org/entity/Q17086866,Uniformly smooth space
http://www.wikidata.org/entity/Q7917855,vectorization
http://www.wikidata.org/entity/Q4189397,Mittag-Leffler star
http://www.wikidata.org/entity/Q111858901,pattern avoidance
http://www.wikidata.org/entity/Q7168101,perfect set
http://www.wikidata.org/entity/Q7255486,pseudoreflection
http://www.wikidata.org/entity/Q945953,Gaussian curvature
http://www.wikidata.org/entity/Q1207920,derangement
http://www.wikidata.org/entity/Q2297777,dual basis
http://www.wikidata.org/entity/Q3045336,Fredholm determinant
http://www.wikidata.org/entity/Q3306808,orthogonal basis
http://www.wikidata.org/entity/Q3997740,orthogonal transformation
http://www.wikidata.org/entity/Q105087000,open rectangle
http://www.wikidata.org/entity/Q124743,Wronskian
http://www.wikidata.org/entity/Q261527,linear functional
http://www.wikidata.org/entity/Q583960,homothetic transformation
http://www.wikidata.org/entity/Q619458,orthogonal polynomials
http://www.wikidata.org/entity/Q1095535,Čech cohomology
http://www.wikidata.org/entity/Q1546924,Cayley table
http://www.wikidata.org/entity/Q1585233,Hardy space
http://www.wikidata.org/entity/Q2495534,unitary transformation
http://www.wikidata.org/entity/Q3375503,Random permutation
http://www.wikidata.org/entity/Q5196075,curvelet
http://www.wikidata.org/entity/Q17103625,stack-sortable permutation
http://www.wikidata.org/entity/Q304490,Householder transformation
http://www.wikidata.org/entity/Q1826450,linear operator
http://www.wikidata.org/entity/Q3044461,Hurwitz determinant
http://www.wikidata.org/entity/Q3054018,linear endomorphism
http://www.wikidata.org/entity/Q117744434,shader permutation
http://www.wikidata.org/entity/Q3883910,Weingarten operator
http://www.wikidata.org/entity/Q118867575,determinant of a 2x2 matrix
http://www.wikidata.org/entity/Q118894382,determinant of a 3x3 matrix
http://www.wikidata.org/entity/Q118941750,determinant of a triangular matrix
http://www.wikidata.org/entity/Q5275226,Dieudonné determinant
http://www.wikidata.org/entity/Q123172161,open subscheme
http://www.wikidata.org/entity/Q123172485,closed subscheme
http://www.wikidata.org/entity/Q2921733,closed ball
http://www.wikidata.org/entity/Q78592019,Gram determinant
http://www.wikidata.org/entity/Q61054444,die roll
http://www.wikidata.org/entity/Q310647,club set
http://www.wikidata.org/entity/Q20874026,affine tensor
http://www.wikidata.org/entity/Q78485892,even permutation
http://www.wikidata.org/entity/Q78497118,closed subgroup
http://www.wikidata.org/entity/Q7097841,operator space
http://www.wikidata.org/entity/Q77873528,linear isomorphism
http://www.wikidata.org/entity/Q30948201,permutation of multiset
http://www.wikidata.org/entity/Q77975711,Cauchy determinant
http://www.wikidata.org/entity/Q60790093,Cayley–Menger determinant
http://www.wikidata.org/entity/Q812880,cube
http://www.wikidata.org/entity/Q2859734,Q2859734
http://www.wikidata.org/entity/Q78330907,unit hypercube
http://www.wikidata.org/entity/Q48999569,half graph
http://www.wikidata.org/entity/Q300159,AVL tree
http://www.wikidata.org/entity/Q2940395,addition-multiplication magic square
http://www.wikidata.org/entity/Q25303783,prism graph
http://www.wikidata.org/entity/Q282796,bimagic square
http://www.wikidata.org/entity/Q6268493,Johnson graph
http://www.wikidata.org/entity/Q2463148,Euler brick
http://www.wikidata.org/entity/Q2940415,trimagic square
http://www.wikidata.org/entity/Q16691100,frame magic square
http://www.wikidata.org/entity/Q276011,skill tree
http://www.wikidata.org/entity/Q104856863,geodetic graph
http://www.wikidata.org/entity/Q3566140,scapegoat tree
http://www.wikidata.org/entity/Q4735259,alphamagic square
http://www.wikidata.org/entity/Q4810177,associative magic square
http://www.wikidata.org/entity/Q90135132,Q90135132
http://www.wikidata.org/entity/Q127508388,bipartite permutation graph
http://www.wikidata.org/entity/Q127848293,graceful graph
http://www.wikidata.org/entity/Q25304244,WAVL tree
http://www.wikidata.org/entity/Q107054326,prime magic square
http://www.wikidata.org/entity/Q25303772,zero-symmetric graph
http://www.wikidata.org/entity/Q185969,geoid
http://www.wikidata.org/entity/Q192768,paraboloid
http://www.wikidata.org/entity/Q201717,helix
http://www.wikidata.org/entity/Q905612,trefoil
http://www.wikidata.org/entity/Q327496,hairstyle
http://www.wikidata.org/entity/Q811339,design of buildings
http://www.wikidata.org/entity/Q1308508,Q1308508
http://www.wikidata.org/entity/Q1481822,Q1481822
http://www.wikidata.org/entity/Q1592451,Q1592451
http://www.wikidata.org/entity/Q911331,molecular geometry
http://www.wikidata.org/entity/Q1899935,Q1899935
http://www.wikidata.org/entity/Q1924125,Q1924125
http://www.wikidata.org/entity/Q1139519,arrow
http://www.wikidata.org/entity/Q4374872,battery format
http://www.wikidata.org/entity/Q3077457,shape
http://www.wikidata.org/entity/Q3421342,stripe
http://www.wikidata.org/entity/Q7051416,norm
http://www.wikidata.org/entity/Q11385782,Q11385782
http://www.wikidata.org/entity/Q11626671,cut
http://www.wikidata.org/entity/Q290667,envelope
http://www.wikidata.org/entity/Q161973,curve
http://www.wikidata.org/entity/Q865787,pear-shaped
http://www.wikidata.org/entity/Q826930,heart
http://www.wikidata.org/entity/Q193410,oval
http://www.wikidata.org/entity/Q97604756,breakfront
http://www.wikidata.org/entity/Q18627956,Q18627956
http://www.wikidata.org/entity/Q5457948,flatness
http://www.wikidata.org/entity/Q437882,figure of the Earth
http://www.wikidata.org/entity/Q11268718,keyhole-shaped kofun
http://www.wikidata.org/entity/Q1068978,maple leaf
http://www.wikidata.org/entity/Q1165717,waveform
http://www.wikidata.org/entity/Q25212061,body shape
http://www.wikidata.org/entity/Q97607814,bombé
http://www.wikidata.org/entity/Q3001206,closed curve
http://www.wikidata.org/entity/Q1420976,fissure
http://www.wikidata.org/entity/Q4747788,amorphous set
http://www.wikidata.org/entity/Q5488888,crescent
http://www.wikidata.org/entity/Q30765662,Q30765662
http://www.wikidata.org/entity/Q7046710,Nodoid
http://www.wikidata.org/entity/Q505628,hyperboloid
http://www.wikidata.org/entity/Q11419619,shirokuban
http://www.wikidata.org/entity/Q1072483,helicoid
http://www.wikidata.org/entity/Q4698744,airfoil
http://www.wikidata.org/entity/Q676835,recursively enumerable set
